,Numero,Year,EXPEDIENTE,Nombre,NIVEL,Area,Disciplina,Subdisciplina,Especialidad,Institucion,Dependencia,Entidad,Pais,CVU
11413,225986,2013,81582,SOSA_ LOPEZ_ ATAHUALPA,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARI,PECES Y ANIMALES SALVAJES,ECOLOGIA DE RECURSOS FAUNISTICOS EN ZONAS COSTERAS,UNIVERSIDAD AUTONOMA DE CAMPECHE,"CENTRO DE ECOLOGIA, PESQUERIAS Y OCEANOGRAFIA DEL GO..EPOMEX",Campeche,MEXICO,81582
11411,187912,2011,81582,SOSA_ LOPEZ_ ATAHUALPA,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARI,PECES Y ANIMALES SALVAJES,ECOLOGIA DE RECURSOS FAUN-STICOS EN ZONAS COSTERAS,UNIVERSIDAD AUTONOMA DE CAMPECHE,"CENTRO DE ECOLOGIA, PESQUERIAS Y OCEANOGRAFIA DEL GO..EPOMEX",Campeche,MEXICO,81582
11419,265601,2015,164710,SOSA_ LOPEZ_ JOSE_ ROBERTO,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,COMUNICACION ANIMAL,"ECOLOGIA, EVOLUCION, Y COMPORTAMIENTO ANIM",INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE INV. PARA EL DESARROLLO..CIIDIR,Oaxaca,MEXICO,NA
11420,288927,2016,164710,SOSA_ LOPEZ_ JOSE_ ROBERTO,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,"ECOLOGIA, EVOLUCION, Y COMPORTAMIENTO ANIM",INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE INV. PARA EL DESARROLLO..CIIDIR,Oaxaca,MEXICO,NA
11421,314034,2017,164710,SOSA_ LOPEZ_ JOSE_ ROBERTO,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BIOLOGIA ANIMAL Y ZOOLOGIA,"ECOLOGIA, EVOLUCION, Y COMPORTAMIENTO ANIM",INSTITUTO POLITECNICO NACIONAL,CENTRO INTERDISCIPLINARIO DE INV. PARA EL DESARROLLO..CIIDIR,Oaxaca,MEXICO,NA
11422,720,1991,11851,SOSA_ NISHIZAKI_ OSCAR,C,II.- BIOLOGIA Y QUIMICA,PESCA,ABUNDANCIA Y DISTRIBUCION,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR D,Baja California,MEXICO,NA
11423,13524,1993,11851,SOSA_ NISHIZAKI_ OSCAR,C,II.- BIOLOGIA Y QUIMICA,PESCA,BIOLOGIA PESQUERA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,NA
11424,25604,1995,11851,SOSA_ NISHIZAKI_ OSCAR,1,II.- BIOLOGIA Y QUIMICA,PESCA,BIOLOGIA PESQUERA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,NA
11425,31492,1996,11851,SOSA_ NISHIZAKI_ OSCAR,1,II.- BIOLOGIA Y QUIMICA,PESCA,BIOLOGIA PESQUERA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,NA
11426,19708,1994,11851,SOSA_ NISHIZAKI_ OSCAR,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,NA
11427,37500,1997,11851,SOSA_ NISHIZAKI_ OSCAR,1,II.- BIOLOGIA Y QUIMICA,PESCA,BIOLOGIA PESQUERA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,NA
11428,43841,1998,11851,SOSA_ NISHIZAKI_ OSCAR,1,II.- BIOLOGIA Y QUIMICA,PESCA,BIOLOGIA PESQUERA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,NA
11429,6944,1992,11851,SOSA_ NISHIZAKI_ OSCAR,C,II.- BIOLOGIA Y QUIMICA,PESCA,ABUNDANCIA Y DISTRIBUCION,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR D,Baja California,NA,NA
11430,110655,2005,11851,SOSA_ NISHIZAKI_ OSCAR,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,PESCA,BIOLOGIA PESQUERA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, B.C., A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,NA
11431,123880,2007,11851,SOSA_ NISHIZAKI_ OSCAR,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,PESCA,BIOLOGIA PESQUERA,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, B.C., A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,11851
11432,138437,2008,11851,SOSA_ NISHIZAKI_ OSCAR,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,PECES Y ANIMALES SALVAJES,"ECOLOGIA PESQUERA, DINAMICA POBLACIONAL","CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, B.C., A.C. (CICESE)",DIVISION DE OCEANOLOGIA,Baja California,MEXICO,11851
11433,490874,2023,480260,SOSA_ QUINTERO_ JESSICA_ DE_ JESUS,C,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO (UNAM),NA,NA,MEXICO,NA
11434,530646,2024,480260,SOSA_ QUINTERO_ JESSICA_ DE_ JESUS,C,NA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,NA,NA,NA,MEXICO,NA
11435,719,1991,51739,SOSA_ RAMIREZ_ JOAQUIN,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA,ECOLOGIA VEGETAL Y MANEJO DE RECURSOS NA,"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR D,Baja California,MEXICO,NA
11436,6942,1992,51739,SOSA_ RAMIREZ_ JOAQUIN,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA,ECOLOGIA VEGETAL Y MANEJO DE RECURSOS NA,"CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA, Baja California, A.C. (CICESE)",CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR D,Baja California,NA,NA
11438,247204,2014,164546,SOSENSKI_ CORREA_ PAULA,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE LA REPRODUCCI‚ï¶N EN P,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,164546
11439,265583,2015,164546,SOSENSKI_ CORREA_ PAULA,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,ECOLOGIA EVOLUTIVA DE LA REPRODUCCION EN P,NA,NA,NA,MEXICO,NA
11440,288907,2016,164546,SOSENSKI_ CORREA_ PAULA,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE LA REPRODUCCION EN P,UNIVERSITY OF CALIFORNIA AT DAVIS,,EXTERIOR,MEXICO,NA
11441,314013,2017,164546,SOSENSKI_ CORREA_ PAULA,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE LA REPRODUCCION EN PLANTAS,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,Yucatan,MEXICO,NA
11442,341008,2018,164546,SOSENSKI_ CORREA_ PAULA,C,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE LA REPRODUCCION EN PLANTAS,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,Yucatan,MEXICO,NA
11443,369567,2019,164546,SOSENSKI_ CORREA_ PAULA,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA EVOLUTIVA,ECOLOGIA EVOLUTIVA DE LA REPRODUCCION EN PLANTAS,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,Yucatan,MEXICO,NA
11444,400253,2020,164546,SOSENSKI_ CORREA_ PAULA,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE LA REPRODUCCION EN PLANTAS,UNIVERSIDAD AUTONOMA DE YUCATAN,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,Yucatan,MEXICO,NA
11445,433364,2022,164546,SOSENSKI_ CORREA_ PAULA,1,II.- BIOLOGIA Y QUIMICA,EVOLUCION,,ECOLOGIA EVOLUTIVA DE LA REPRODUCCION EN PLANTAS,NA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,NA,MEXICO,NA
11437,490899,2023,164546,SOSENSKI_ CORREA_ PAULA,1,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA/ UNIVERSIDAD AUTONOMA DE YUCATAN,NA,NA,MEXICO,NA
11446,378477,2019,291281,SOTELO_ CASAS_ ROSA_ CARMEN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA Y CIENCIAS AMBIENTALES,ECOLOGIA DE COMUNIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,FACULTAD DE CIENCIAS,Yucatan,MEXICO,NA
11447,409551,2020,291281,SOTELO_ CASAS_ ROSA_ CARMEN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA Y CIENCIAS AMBIENTALES,ECOLOGIA DE COMUNIDADES,NA,NA,NA,MEXICO,NA
11448,443022,2022,291281,SOTELO_ CASAS_ ROSA_ CARMEN,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,ECOLOGIA Y CIENCIAS AMBIENTALES,ECOLOGIA DE COMUNIDADES,NA,SIN INSTITUCION DE ADSCRIPCION,NA,MEXICO,NA
11450,451325,2022,558869,SOTO_ CARDENAS_ MIGUEL_ ANGEL,1,II.- BIOLOGIA Y QUIMICA,BiologA≠a de insectos (EntomologA≠a),EcologA≠a de los insectos,ECOLOGIA,NA,SIN INSTITUCION DE ADSCRIPCION,NA,MEXICO,NA
11449,490940,2023,558869,SOTO_ CARDENAS_ MIGUEL_ ANGEL,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA DE INSECTOS (ENTOMOLOGIA),NA,ECOLOGIA DE LOS INSECTOS,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA/ INSTITUTO POLITECNICO NACIONAL,NA,NA,MEXICO,NA
11451,519834,2024,558869,SOTO_ CARDENAS_ MIGUEL_ ANGEL,1,NA,BIOLOGIA DE INSECTOS (ENTOMOLOGIA),NA,ECOLOGIA DE LOS INSECTOS,NA,NA,NA,MEXICO,NA
11452,342113,2018,173313,SOTO_ CORREA_ JOSE_ CARMEN,C,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,AGRONOMIA,ECOLOGIA,UNIVERSIDAD AUTONOMA DE QUERETARO,FACULTAD DE CIENCIAS NATURALES,Queretaro,MEXICO,NA
11453,370681,2019,173313,SOTO_ CORREA_ JOSE_ CARMEN,C,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,OTROS,ECOLOGIA,UNIVERSIDAD AUTONOMA DE QUERETARO,FACULTAD DE CIENCIAS NATURALES,Queretaro,MEXICO,NA
11454,401394,2020,173313,SOTO_ CORREA_ JOSE_ CARMEN,1,VI.- BIOTECNOLOGIA Y CIENCIAS AGROPECUARIAS,CIENCIAS AGRONOMICAS Y VETERINARIAS,AGRONOMIA,ECOLOGIA,UNIVERSIDAD AUTONOMA DE QUERETARO,FACULTAD DE CIENCIAS NATURALES,Queretaro,MEXICO,NA
11455,434536,2022,173313,SOTO_ CORREA_ JOSE_ CARMEN,1,"VII. CIENCIAS DE AGRICULTURA, AGROPECUARIAS, FORESTALES Y DE ECOSISTEMAS",AGRONOMIA,OTROS,ECOLOGIA,NA,FACULTAD DE CIENCIAS NATURALES,NA,MEXICO,NA
11456,708,1991,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,1,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OTRAS SUBDISCIPLINAS DE OCEANOGRAFIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11457,13513,1993,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,1,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OTRAS SUBDISCIPLINAS DE OCEANOGRAFIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11458,19694,1994,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OTRAS SUBDISCIPLINAS DE OCEANOGRAFIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11459,25591,1995,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11460,31479,1996,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OTRAS SUBDISCIPLINAS DE OCEANOGRAFIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11461,37488,1997,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OTRAS SUBDISCIPLINAS DE OCEANOGRAFIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11462,43827,1998,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OTRAS SUBDISCIPLINAS DE OCEANOGRAFIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11463,170455,2010,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,,,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,1524
11464,50628,1999,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11465,63515,2000,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11466,71463,2001,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,ECOLOGIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11467,80540,2002,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OCEANOGRAFIA BIOLOGICA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11468,89739,2003,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OCEANOGRAFIA BIOLOGICA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11469,110677,2005,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OCEANOGRAFIA BIOLOGICA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,NA
11470,123908,2007,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,OCEANOGRAFIA,OCEANOGRAFIA BIOLOGICA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,1524
11471,153951,2009,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,,OCEANOGRAFIA BIOLOGICA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,1524
11472,138467,2008,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,2,II.- BIOLOGIA Y QUIMICA,,,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,MEXICO,1524
11473,6930,1992,1524,SOTO_ GONZALEZ_ LUIS_ ARTURO,1,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA,ECOLOGIA BENTICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE CIENCIAS DEL MAR Y LIMNOLOGIA,Ciudad de Mexico,NA,NA
11474,380461,2019,348413,SOTO_ ROJAS_ CARLOS,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA DE POBLACIONES,ECOLOGIA DE POBLACIONES,NA,NA,NA,MEXICO,NA
11475,411805,2020,348413,SOTO_ ROJAS_ CARLOS,C,II.- BIOLOGIA Y QUIMICA,BIOLOGIA,BIOLOGIA DE POBLACIONES,ECOLOGIA DE POBLACIONES,NA,NA,NA,MEXICO,NA
11477,294604,2016,243892,SOUZA_ BRITO_ ELCIA_ MARGARETH,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,MICROBIOLOGIA,ECOLOGIA MICROBIANA DE SITIOS EXTREMOS,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,Guanajuato,MEXICO,NA
11478,320345,2017,243892,SOUZA_ BRITO_ ELCIA_ MARGARETH,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,MICROBIOLOGIA,ECOLOGIA MICROBIANA DE SITIOS EXTREMOS,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,Guanajuato,MEXICO,NA
11479,347537,2018,243892,SOUZA_ BRITO_ ELCIA_ MARGARETH,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,MICROBIOLOGIA,ECOLOGIA MICROBIANA DE SITIOS EXTREMOS,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,Guanajuato,MEXICO,NA
11480,376151,2019,243892,SOUZA_ BRITO_ ELCIA_ MARGARETH,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,BACTERIOLOGIA,ECOLOGIA MICROBIANA DE SITIOS EXTREMOS,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,Guanajuato,MEXICO,NA
11481,406995,2020,243892,SOUZA_ BRITO_ ELCIA_ MARGARETH,1,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,MICROBIOLOGIA,ECOLOGIA MICROBIANA DE SITIOS EXTREMOS,UNIVERSIDAD DE GUANAJUATO,CAMPUS GUANAJUATO,Guanajuato,MEXICO,NA
11482,440279,2022,243892,SOUZA_ BRITO_ ELCIA_ MARGARETH,1,II.- BIOLOGIA Y QUIMICA,MICROBIOLOGIA,BACTERIOLOGIA,ECOLOGIA MICROBIANA DE SITIOS EXTREMOS,NA,CAMPUS GUANAJUATO,NA,MEXICO,NA
11476,491048,2023,243892,SOUZA_ BRITO_ ELCIA_ MARGARETH,1,II.- BIOLOGIA Y QUIMICA,ECOLOGIA,NA,ECOLOGIA Y CIENCIAS AMBIENTALES,UNIVERSIDAD DE GUANAJUATO,NA,NA,MEXICO,NA
11487,276801,2016,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE MICROORGANISMOS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
11488,301835,2017,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE MICROORGANISMOS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
11489,328923,2018,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE MICROORGANISMOS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
11490,357479,2019,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,,ECOLOGIA EVOLUTIVA DE MICROORGANISMOS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
11491,387934,2020,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,EVOLUCION,ECOLOGIA EVOLUTIVA DE MICROORGANISMOS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
11493,420915,2022,14110,SOUZA_ SALDIVAR_ VALERIA,1,II.- BIOLOGIA Y QUIMICA,EVOLUCION,,ECOLOGIA EVOLUTIVA DE MICROORGANISMOS,NA,COORDINACION DE INVESTIGACION CIENTIFICA,NA,MEXICO,NA
11483,206456,2012,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,GENETICA,ECOLOGIA EVOLUTIVA MICROBIANA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,14110
11484,226069,2013,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,GENETICA,ECOLOGIA EVOLUTIVA MICROBIANA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,14110
11485,247273,2014,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,GENETICA,ECOLOGIA EVOLUTIVA MICROBIANA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,14110
11486,253543,2015,14110,SOUZA_ SALDIVAR_ VALERIA,3,II.- BIOLOGIA Y QUIMICA,CIENCIAS DE LA VIDA,GENETICA DE POBLACIONES,ECOLOGIA EVOLUTIVA MICROBIANA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,INSTITUTO DE ECOLOGIA,Ciudad de Mexico,MEXICO,NA
